Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Inquiry,593394,20/03/2025,Late End of Service Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????&#160; ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.&#160; ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,593441,20/03/2025,Contributions and proforma,Gerier.Ismail,RECLASSIFY -   ??? ????? ???? ??? 479570,11/04/2025,Musab.Husam
Complaint,593873,20/03/2025,Merge service period,ahmed.majid,Back -  ???? ???? ??? ???????? ??? ???????? ?? ?? ???????,18/04/2025,ali.abdullah
Complaint,594060,20/03/2025,N/A,ali.babiker,Incident ID 22347,15/04/2025,ali.babiker
Complaint,594071,20/03/2025,End of service,Gerier.Ismail,email sent to Pension Dubai,07/04/2025,Hamad.Almheiri
Inquiry,594129,20/03/2025,Service submission,anas.hasan,No Issue - IBAN Updated already,14/04/2025,nasreldeen.hanafi
Inquiry,594191,20/03/2025,Late End of Service Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????  ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,594238,20/03/2025,Incorrect employment details,saif.mohammed,???? ??????? ??????? ?????? ????? ?????,18/04/2025,Gerier.Ismail
Inquiry,594291,20/03/2025,Late Registration Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,21/03/2025,nasreldeen.hanafi
Inquiry,594299,20/03/2025,Late Registration Penalty,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,21/03/2025,nasreldeen.hanafi
Inquiry,594319,20/03/2025,Merge service period,Gerier.Ismail,??????? ??? SR ,02/04/2025,Gerier.Ismail
Complaint,594350,20/03/2025,Service submission,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,594374,20/03/2025,Service submission,anas.hasan,"SupportReq 592673 was completed by abdelhamid.mohamed , Plz assign to",14/04/2025,nasreldeen.hanafi
Complaint,594375,20/03/2025,1 Month Grace Period,abdelhamid.mohamed,???? ???????? ?? Pension Dubai  PensionDubai@gpssa.gov.ae,26/03/2025,abdelhamid.mohamed
Inquiry,594445,20/03/2025,End of service,Gerier.Ismail,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",18/04/2025,
Complaint,594514,20/03/2025,Merge service period,Gerier.Ismail,??????? ??? SR ,02/04/2025,Gerier.Ismail
Complaint,594517,20/03/2025,General,Gerier.Ismail,Sr 15546,15/04/2025,anas.hasan
Complaint,594970,21/03/2025,Payment,ali.babiker,Incident was created ID 22440,17/04/2025,ali.babiker
Complaint,595102,21/03/2025,Service submission,ali.babiker,"We have reviewed your request and would like to inform you that additional information is required to proceed. Kindly provide the following:    • Upload the document again and make sure the size of the document doesn&#39;t exceed the size of 5MB and if the issue persist please provide screenshots or visual clarification of the error  We appreciate your cooperation, and once we receive the required information, we will proceed with processing your request",17/04/2025,
Inquiry,595117,21/03/2025,EOS Shourak payment released request,anas.hasan,"Dear , SR 15221 is completed",11/04/2025,Salma.Ahmed
Complaint,595145,21/03/2025,Service submission,ali.babiker,SR 15685,18/04/2025,anas.hasan
Complaint,595252,21/03/2025,End of service remuneration,Eshraq.Hazza,Back -  ???????? ???? ????? ????? ????? ??????,08/04/2025,salma.kheir
Complaint,595316,21/03/2025,General,Moysar.Salahaldeen,Reminder sent,14/04/2025,Moysar.Salahaldeen
Complaint,595346,21/03/2025,Transferred service,Moysar.Salahaldeen,Reminder sent,14/04/2025,Moysar.Salahaldeen
Inquiry,595429,21/03/2025,End of service,abdelhamid.mohamed,RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ?????  ???? ?????? ???? ?????? . ????? ???????,17/04/2025,ali.abdullah
Complaint,595448,21/03/2025,Incorrect employment details,Gerier.Ismail,?? ????? ???? ??? PENSION DUBAI ??? ???? ?? ????? ??? ??? ??????? ??????????   ,09/04/2025,Hamad.Almheiri
Inquiry,595461,21/03/2025,Late End of Service Penalty,ammar.alshehhi,?? ???  sr,25/03/2025,ammar.alshehhi
Complaint,595531,21/03/2025,Payment,ali.babiker,Incident ID  22328,15/04/2025,ali.babiker
Complaint,595564,21/03/2025,Service submission,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ??????? ??? ????? ??????    ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,596020,22/03/2025,Merge service period,abdelhamid.mohamed,RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ?????  ???? ?????? ???? ?????? . ????? ???????,18/04/2025,Salma.Ahmed
Inquiry,596059,22/03/2025,Late Registration Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????&#160; ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.&#160; ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,596149,22/03/2025,End of service,nasreldeen.hanafi,??? ?????????,08/04/2025,sara.musa
Inquiry,596373,23/03/2025,Late End of Service Penalty,Eshraq.Hazza,Back -  ???? ??? sr,18/04/2025,ali.abdullah
Complaint,596702,24/03/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  SR 15579,16/04/2025,anas.hasan
Complaint,596767,24/03/2025,EOS Shourak payment released request,mohamed.bintook,?? ????? ???? ???????? ????? ??? ???? ?????,03/04/2025,mohamed.bintook
Inquiry,596768,24/03/2025,Late Registration Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????  ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,596918,24/03/2025,Incorrect employment details,Gerier.Ismail,Sr 15543,15/04/2025,anas.hasan
Inquiry,597098,24/03/2025,Late End of Service Penalty,Gerier.Ismail,"Complete -  ?????? ????? ??? ??? ?????? ???? ???????&#160; ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????.&#160; ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,597170,24/03/2025,Incorrect employment details,Moysar.Salahaldeen,RECLASSIFY -  SR 15579,16/04/2025,anas.hasan
Inquiry,597206,24/03/2025,1 Month Grace Period,Gerier.Ismail,Sr 15577,16/04/2025,anas.hasan
Complaint,597305,24/03/2025,End of service,Gerier.Ismail,???? ??????? ?????? ??? ??????? ???????? ?????? ????? ??????,02/04/2025,Hamad.Almheiri
Complaint,597309,24/03/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",25/03/2025,Mohamed.Sidahmed
Inquiry,597476,24/03/2025,Refunds,,,,mohamed.abdulsallam
Complaint,597483,24/03/2025,Service submission,nasreldeen.hanafi,??? ?????????,15/04/2025,Maitha.Almahmoud
Complaint,597495,24/03/2025,Refunds,,,,Saed.Fawzi
Complaint,597629,24/03/2025,Incorrect employment details,Gerier.Ismail,sr 15568 ,15/04/2025,anas.hasan
Complaint,597723,24/03/2025,Refunds,,,,mohamed.abdulsallam
Complaint,597725,24/03/2025,EOS Shourak payment released request,saif.mohammed,?? ???????? ??? ????? ?????? ????? ?????? ???????,17/04/2025,saif.mohammed
Complaint,597746,24/03/2025,Insured registration,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,26/03/2025,nasreldeen.hanafi
Complaint,597920,25/03/2025,General,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,27/03/2025,nasreldeen.hanafi
Complaint,598075,25/03/2025,General,,,,nasreldeen.hanafi
Complaint,598103,25/03/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY - SR raised - 15510,14/04/2025,anas.hasan
Inquiry,598116,25/03/2025,N/A,mohamed.khaled,???? ?????? ????? ???? ????,09/04/2025,mohamed.khaled
Complaint,598193,25/03/2025,General,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,26/03/2025,nasreldeen.hanafi
Complaint,598203,25/03/2025,End of service,sara.musa,?? ??? ??? 21889,07/04/2025,sara.musa
Inquiry,598279,25/03/2025,Merge service period,ali.babiker,SR 15445 was closed please check with user.,18/04/2025,Gerier.Ismail
Complaint,598312,25/03/2025,Incorrect employment details,Gerier.Ismail,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",18/04/2025,
Complaint,598421,25/03/2025,Merge service period,Gerier.Ismail,???? ????? ???? ?? ????? ???? ???????? ???? ?????   Sr 15543,11/04/2025,anas.hasan
Complaint,598520,25/03/2025,EOS Shourak payment released request,saif.mohammed,"Declined -  ????? ???????? ????. ??? ??????? ??? ??? ????? ????? ??? ???? ?????? ??? ??? ???????? ????? ??????? ???? ?? ??? ????? ?????? ???????? ????????? ???????. ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ???????? ??? ??? ??????? ????",18/04/2025,
Complaint,598572,25/03/2025,Service submission,anas.hasan,Tkt_22316 Logged In Progress,14/04/2025,anas.hasan
Complaint,598574,25/03/2025,Service submission,ali.babiker,Please guide the user on how to link employers.,18/04/2025,nasreldeen.hanafi
Complaint,598590,25/03/2025,Service submission,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,598600,25/03/2025,Dependent deregistration,Gerier.Ismail,??????? ??? SR ,02/04/2025,Gerier.Ismail
Complaint,598607,25/03/2025,Dependent deregistration,Gerier.Ismail,??????? ??? SR ,02/04/2025,Gerier.Ismail
Complaint,598689,25/03/2025,Service submission,alharith.alfki,need to raise SR to register this member manual because validation check is fail that coming from ICP for this EID,16/04/2025,nasreldeen.hanafi
Complaint,598823,25/03/2025,Beneficiary registration,Moysar.Salahaldeen,?? ??????? ?? ??? ????? ???? ????? ??? ????? ??? ?? ????? ????? ?????????,07/04/2025,Moysar.Salahaldeen
Complaint,598929,25/03/2025,Insured registration,Eshraq.Hazza,Back -    ???? ???? ??? ???????? ??? ?? ??? ?? ???????,17/04/2025,abdelhamid.mohamed
Inquiry,598971,25/03/2025,Incorrect employment details,Moysar.Salahaldeen,?? ????? ??????? ???? ?????????,27/03/2025,sara.musa
Complaint,599010,25/03/2025,Service submission,ali.babiker,SR 15510,15/04/2025,ali.babiker
Complaint,599174,25/03/2025,Incorrect employment details,ali.babiker,SR was closed please check with user.,18/04/2025,Gerier.Ismail
Inquiry,599223,25/03/2025,Pension not received,Moysar.Salahaldeen,???? ????? ???????? ???? ????? ??????,27/03/2025,sara.musa
Complaint,599311,26/03/2025,End of service,nasreldeen.hanafi,"Complete - ????? ???????? ????. ??? ??????? ??? ????? ?????? ?????? ??? ??????? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80009",28/03/2025,nasreldeen.hanafi
Inquiry,599474,26/03/2025,Late End of Service Penalty,Gerier.Ismail,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",18/04/2025,
Inquiry,599652,26/03/2025,Service submission,ali.babiker,Incident was created ID  22443,17/04/2025,ali.babiker
Suggestion,599932,26/03/2025,Service submission,mohamed.bintook,Declined -  ???? ???????? ???? ??? ??????? ???? ???? ????? ??? ????? ????? ??? ??? ?? ??????? ??? ????? ?????? ?? ???????? ???? ????? ???? ? ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010,15/04/2025,
Complaint,599945,26/03/2025,Incorrect employment details,Gerier.Ismail,?????? ?????? ?? ?? ??? ?????? ?????? ???? ??? ????? ??????? ?????? 784196010908687 ????? ???????? 4372 ??? ????????? ?????? ???? ??? ?? ??  1 11 1984 ??? 22 11 1998 ???? ??? ?????????  ??????? ?? ??????,27/03/2025,Mohamed.Sidahmed
Complaint,599957,26/03/2025,Service submission,anas.hasan,"Complete -    ????? ???????? ????.  ??? ??????? ???? ?? ?? ????? ?? ??? ????? ?????? . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,600043,26/03/2025,General,sumaya.rashed,?? ??????? ???????,16/04/2025,saif.mohammed
Complaint,600320,26/03/2025,Merge service period,anas.hasan,"Complete -  ????? ???????? ????.  ??? ??????? ???? ?? ??????? ??? ????? ??????    ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,600427,26/03/2025,Incorrect employment details,mohamed.bintook,?? ????? ???? ???????? ??? ????? ??????? ??????? ???????? ?????? ?? ??? ???????,18/04/2025,mohamed.bintook
Complaint,600437,26/03/2025,Fines and penalties,,,,mohamed.abdulsallam
Complaint,601637,27/03/2025,Incorrect employment details,Gerier.Ismail,Sr 15577,16/04/2025,anas.hasan
Complaint,602417,27/03/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,602477,27/03/2025,Merge service period,Khaleda.AlAli,????? ???????? ???? ??? ????? ????? ????? ???? ???? ?? ??????? ?? ????? ????? ???? ?? ????? ??????? ??? ????? ?????? ???? ?? ?????? ????? ???? ?????? ?????? ?????? ?? ????? ?????,17/04/2025,Khaleda.AlAli
Inquiry,602771,27/03/2025,Fines and penalties,Fatma.Ahli,Back -  ????? ???? ???? ??? ???????? ???? ???? ????? ? ??????? ???????? ????? ????? ?? ??????? ??? ??? ??????? ?? ??????? ???????? ?????? ????? ?????? ???????? ??? ?? ???????? ???? ????? ?????,06/04/2025,Safa.Bkaar
Complaint,602822,27/03/2025,Service submission,ali.babiker,SR 15510,15/04/2025,ali.babiker
Complaint,604018,27/03/2025,Fines and penalties,nasreldeen.hanafi,?? ????? ????? ????? ????? ???? SR ????? ???565250,27/03/2025,nasreldeen.hanafi
Inquiry,605966,27/03/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",28/03/2025,sara.musa
Inquiry,605970,27/03/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",28/03/2025,sara.musa
Complaint,606391,27/03/2025,Service submission,anas.hasan,Tkt_21845 Logged_InProgress,02/04/2025,anas.hasan
Complaint,606637,27/03/2025,Merge service period,abdelhamid.mohamed,?? ??????? ??? Pension Dubai  PensionDubai@gpssa.gov.ae,02/04/2025,Hamad.Almheiri
Complaint,606683,27/03/2025,General,Eshraq.Hazza,Back - ???? ?????? ???? ???? ?? ?????????,03/04/2025,Gerier.Ismail
Complaint,606876,27/03/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",03/04/2025,Khaleda.AlAli
Complaint,607099,27/03/2025,Service submission,anas.hasan,"Complete -  Thank you for contacting us.  We would like to inform you that the error related to company link  has been resolved. For further inquiries or if the problem still persists, please contact us at 80010 or submit a new support request",18/04/2025,
Complaint,607894,27/03/2025,Contributions and proforma,Moysar.Salahaldeen,RECLASSIFY -  ???? ????? ??? ?????? ?????? ???? ???? ?? ????? ???????? ????? ?????? ?????? ??????? ????? ?? ???? ????? ?????? .,18/04/2025,aws.alsamadi
Complaint,608137,27/03/2025,Contributions and proforma,nasreldeen.hanafi,RECLASSIFY -  ?? ??????? ??????????,17/04/2025,nasreldeen.hanafi
Inquiry,608281,27/03/2025,Service submission,ali.babiker,SR 15568,16/04/2025,anas.hasan
Complaint,608393,27/03/2025,Service submission,ali.babiker,SR 15568,16/04/2025,anas.hasan
Inquiry,608466,28/03/2025,Service submission,ali.babiker,SR 15568,16/04/2025,anas.hasan
Complaint,609486,28/03/2025,Contributions and proforma,Moysar.Salahaldeen,RECLASSIFY - ??? ????? ????? ???? ??? ???? ??? ??? ???????? ?? ????? ???????? ???? ????? ????? ????? ??? ??????? - 0504451932 - suresh@groupiscon.com,18/04/2025,
Complaint,609533,28/03/2025,EOS Shourak payment released request,mohamed.bintook,?? ???????  0555772998 ?? ????? ???? ???? ????? ????? ?? ?????? ??? ???? ??,17/04/2025,mohamed.bintook
Complaint,609977,28/03/2025,Service submission,ali.babiker,SR 15491,15/04/2025,anas.hasan
Complaint,610094,28/03/2025,End of service,nasreldeen.hanafi,??? ?????????,02/04/2025,sara.musa
Complaint,610332,28/03/2025,End of service,nasreldeen.hanafi,??? ?????????,02/04/2025,sara.musa
Complaint,610452,28/03/2025,1 Month Grace Period,abdelhamid.mohamed,?? ????? ???? ??? Pension Dubai  PensionDubai@gpssa.gov.ae,02/04/2025,Hamad.Almheiri
